ts,open,high,low,close,volume,date,ema50,ema200,atr14
1752019200000,0.004259,0.005159,0.004259,0.005159,418.49084,2025-07-09 00:00:00+00:00,0.005159,0.005159,
1752105600000,0.005981,0.006006,0.00461,0.004644,24841.56327,2025-07-10 00:00:00+00:00,0.005138803921568629,0.005153875621890548,
1752192000000,0.004644,0.004644,0.004644,0.004644,0.0,2025-07-11 00:00:00+00:00,0.0051193998462129965,0.005148802232618006,
1752278400000,0.004644,0.004644,0.004644,0.004644,0.0,2025-07-12 00:00:00+00:00,0.005100756714988958,0.005143779324830762,
1752364800000,0.004644,0.004644,0.004644,0.004644,0.0,2025-07-13 00:00:00+00:00,0.005082844686950176,0.005138806396225481,
1752451200000,0.004644,0.004644,0.004644,0.004644,0.0,2025-07-14 00:00:00+00:00,0.005065635091383503,0.00513388294949687,
1752537600000,0.004644,0.004644,0.004644,0.004644,0.0,2025-07-15 00:00:00+00:00,0.005049100381917484,0.0051290084922879465,
1752624000000,0.0046,0.0046,0.004293,0.004367,2541.9439,2025-07-16 00:00:00+00:00,0.005022351347332485,0.00512142631823533,
1752710400000,0.007787,0.007787,0.005322,0.005322,1765.74641,2025-07-17 00:00:00+00:00,0.0050341022748880745,0.005123422076262839,
1752796800000,0.005322,0.005322,0.005322,0.005322,0.0,2025-07-18 00:00:00+00:00,0.005045392381755209,0.005125397976001517,
1752883200000,0.005322,0.005322,0.005322,0.005322,0.0,2025-07-19 00:00:00+00:00,0.005056239739333437,0.005127354215046277,
1752969600000,0.005322,0.005322,0.005322,0.005322,0.0,2025-07-20 00:00:00+00:00,0.005066661710339969,0.005129290989025917,
1753056000000,0.008217,0.008217,0.008217,0.008217,25447.13468,2025-07-21 00:00:00+00:00,0.005190204388365854,0.005160014461771928,
1753142400000,0.008,0.008,0.008,0.008,1123.5234,2025-07-22 00:00:00+00:00,0.005300392451567193,0.005188273024341362,0.0006556428571428571
1753228800000,0.008,0.008,0.008,0.008,0.0,2025-07-23 00:00:00+00:00,0.005406259414250832,0.005216250407183736,0.0005913571428571427
1753315200000,0.008,0.008,0.008,0.008,0.0,2025-07-24 00:00:00+00:00,0.005507974731339034,0.005243949408107281,0.000491642857142857
1753401600000,0.008517,0.008517,0.005887,0.006047,6866.85426,2025-07-25 00:00:00+00:00,0.005529112977168876,0.0052519399612604425,0.0006795000000000001
1753488000000,0.006047,0.006047,0.006047,0.006047,0.0,2025-07-26 00:00:00+00:00,0.005549422272181861,0.005259851006422031,0.0006795000000000001
1753574400000,0.006047,0.006047,0.006047,0.006047,0.0,2025-07-27 00:00:00+00:00,0.005568935124253161,0.005267683334716339,0.0006795000000000001
1753660800000,0.006047,0.006047,0.006047,0.006047,0.0,2025-07-28 00:00:00+00:00,0.005587682766439312,0.005275437729395779,0.0006795000000000001
1753747200000,0.006047,0.006047,0.006047,0.006047,0.0,2025-07-29 00:00:00+00:00,0.005605695206971104,0.005283114965919204,0.0006795000000000001
1753833600000,0.006047,0.006047,0.006047,0.006047,0.0,2025-07-30 00:00:00+00:00,0.005623001277285963,0.0052907158120294616,0.0006544285714285714
1753920000000,0.006299,0.006299,0.006298,0.006299,12669.48714,2025-07-31 00:00:00+00:00,0.005649511031117886,0.005300748490516731,0.00042814285714285713
1754006400000,0.007875,0.008088,0.00578,0.005783,79727.10884,2025-08-01 00:00:00+00:00,0.005654745892642675,0.005305547012999151,0.000593
1754092800000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-02 00:00:00+00:00,0.0056597754654802174,0.005310297788989209,0.000593
1754179200000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-03 00:00:00+00:00,0.005664607800167268,0.005315001293576381,0.000593
1754265600000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-04 00:00:00+00:00,0.005669250631533257,0.0053196579971228845,0.0003862142857142857
1754352000000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-05 00:00:00+00:00,0.005673711391080972,0.005324268365310717,0.0003707142857142857
1754438400000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-06 00:00:00+00:00,0.005677997218881718,0.005328832859188222,0.0003707142857142857
1754524800000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-07 00:00:00+00:00,0.005682114975004003,0.0053333519352162,0.0003707142857142857
1754611200000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-08 00:00:00+00:00,0.005686071250494042,0.005337826045313551,0.00018285714285714278
1754697600000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-09 00:00:00+00:00,0.005689872377925649,0.005342255636902471,0.00018285714285714278
1754784000000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-10 00:00:00+00:00,0.005693524441536407,0.005346641152953192,0.00018285714285714278
1754870400000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-11 00:00:00+00:00,0.005697033286966352,0.005350983032028285,0.00018285714285714278
1754956800000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-12 00:00:00+00:00,0.00570040453061473,0.00535528170832651,0.00018285714285714278
1755043200000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-13 00:00:00+00:00,0.005703643568629839,0.005359537611726246,0.00018285714285714278
1755129600000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-14 00:00:00+00:00,0.005706755585546315,0.005363751167828472,0.0001648571428571428
1755216000000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-15 00:00:00+00:00,0.0057097455625837144,0.005367922797999333,0.0
1755302400000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-16 00:00:00+00:00,0.005712618285619647,0.005372052919412275,0.0
1755388800000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-17 00:00:00+00:00,0.005715378352850249,0.005376141945089764,0.0
1755475200000,0.005783,0.005783,0.005783,0.005783,0.0,2025-08-18 00:00:00+00:00,0.005718030182150239,0.005380190283944593,0.0
1755561600000,0.007429,0.007434,0.007429,0.007434,11543.19426,2025-08-19 00:00:00+00:00,0.005785323116183564,0.005400626201517283,0.00011792857142857141
1755648000000,0.007434,0.007434,0.007434,0.007434,0.0,2025-08-20 00:00:00+00:00,0.005849977111627346,0.005420858776626564,0.00011792857142857141
1755734400000,0.007434,0.007434,0.007434,0.007434,0.0,2025-08-21 00:00:00+00:00,0.005912095656269411,0.005440890032580529,0.00011792857142857141
1755820800000,0.007434,0.007434,0.007434,0.007434,0.0,2025-08-22 00:00:00+00:00,0.005971778179552964,0.005460721972554853,0.00011792857142857141
1755907200000,0.007434,0.007434,0.007434,0.007434,0.0,2025-08-23 00:00:00+00:00,0.0060291202117273585,0.005480356579793113,0.00011792857142857141
1755993600000,0.007434,0.007434,0.007434,0.007434,0.0,2025-08-24 00:00:00+00:00,0.006084213536757659,0.005499795817805122,0.00011792857142857141
1756080000000,0.005887,0.005887,0.005887,0.005887,29331.2164,2025-08-25 00:00:00+00:00,0.006076479672571084,0.00550364859573741,0.0002284285714285714
1756166400000,0.005887,0.005887,0.005887,0.005887,0.0,2025-08-26 00:00:00+00:00,0.0060690490971761395,0.005507463037570869,0.0002284285714285714
1756252800000,0.006093,0.006093,0.006093,0.006093,655.95749,2025-08-27 00:00:00+00:00,0.006069988348267272,0.005513289276002999,0.00024314285714285714
1756339200000,0.006093,0.006093,0.006093,0.006093,0.0,2025-08-28 00:00:00+00:00,0.006070890765982281,0.005519057541913417,0.00024314285714285714
1756425600000,0.006093,0.006093,0.006093,0.006093,804.2014,2025-08-29 00:00:00+00:00,0.00607175779476729,0.005524768412143134,0.00024314285714285714
1756512000000,0.006093,0.006093,0.006093,0.006093,0.0,2025-08-30 00:00:00+00:00,0.006072590822423475,0.005530422457793451,0.00024314285714285714
1756598400000,0.006093,0.006093,0.006093,0.006093,0.0,2025-08-31 00:00:00+00:00,0.006073391182328437,0.005536020244283068,0.00024314285714285714
1756684800000,0.007325,0.007325,0.005757,0.00683,363901.48709,2025-09-01 00:00:00+00:00,0.006103062116354773,0.005548895664737963,0.00035514285714285715
1756771200000,0.006,0.006979,0.005847,0.006535,3265882.69236,2025-09-02 00:00:00+00:00,0.00612000085688988,0.005558707648173407,0.0003180714285714286
1756857600000,0.006529,0.006914,0.0061,0.006559,3410209.67495,2025-09-03 00:00:00+00:00,0.006137216509560866,0.005568660805903025,0.0003762142857142857
1756944000000,0.006557,0.006571,0.006061,0.006276,2288989.28757,2025-09-04 00:00:00+00:00,0.006142658999382009,0.005575699006839314,0.0004126428571428571
1757030400000,0.006219,0.007,0.006062,0.006663,1882362.26966,2025-09-05 00:00:00+00:00,0.0061630645288180096,0.005586517922194147,0.00047964285714285714
1757116800000,0.006398,0.006678,0.006062,0.006359,1512051.22834,2025-09-06 00:00:00+00:00,0.006170748272785931,0.005594204311028036,0.0005236428571428572
1757203200000,0.006149,0.007,0.006098,0.006903,1696789.68577,2025-09-07 00:00:00+00:00,0.006199464026794326,0.005607227153704374,0.0005880714285714286
1757289600000,0.006143,0.006882,0.005888,0.00602,12178957.50354,2025-09-08 00:00:00+00:00,0.006192426221821999,0.005611334346204828,0.0005500714285714286
1757376000000,0.006024,0.00663,0.005931,0.005931,1060498.56879,2025-09-09 00:00:00+00:00,0.006182174213123097,0.00561451509897891,0.0006000000000000001
1757462400000,0.006017,0.006546,0.00599,0.006073,401383.92555,2025-09-10 00:00:00+00:00,0.006177892871431995,0.00561907713779504,0.0006292142857142857
1757548800000,0.006074,0.006591,0.006074,0.0064,103042.0806,2025-09-11 00:00:00+00:00,0.006186602954905251,0.0056268475145333985,0.0006662142857142857
1757635200000,0.006326,0.00645,0.005971,0.006394,144701.9212,2025-09-12 00:00:00+00:00,0.006194736172359947,0.005634480872597743,0.0007004285714285714
1757721600000,0.006171,0.006898,0.006171,0.006887,720528.76841,2025-09-13 00:00:00+00:00,0.006221883773443871,0.005646943749487318,0.0007523571428571426
1757808000000,0.006513,0.006887,0.006303,0.006303,94710.77,2025-09-14 00:00:00+00:00,0.006225064801936268,0.005653471672377992,0.0007940714285714285
1757894400000,0.006303,0.006508,0.00589,0.005902,98230.45778,2025-09-15 00:00:00+00:00,0.006212395594017198,0.005655944591060798,0.0007262142857142857
1757980800000,0.005926,0.006554,0.005926,0.005964,31920.06,2025-09-16 00:00:00+00:00,0.006202654590330249,0.0056590098190104415,0.0006919285714285713
1758067200000,0.0061,0.006759,0.00598,0.00614,109726.7585,2025-09-17 00:00:00+00:00,0.0062001975475722,0.005663795790960586,0.0006905714285714285
1758153600000,0.006759,0.011994,0.006195,0.006832,748570.3515,2025-09-18 00:00:00+00:00,0.006224974114334075,0.0056754197134385904,0.0010722857142857144
1758240000000,0.007221,0.007221,0.00644,0.006606,258477.52686,2025-09-19 00:00:00+00:00,0.006239916305928817,0.005684679218777511,0.0010610714285714284
1758326400000,0.006838,0.010152,0.006838,0.008454,404041.78792,2025-09-20 00:00:00+00:00,0.00632674311746102,0.005712234649436441,0.0012703571428571427
1758412800000,0.009846,0.009949,0.007674,0.007812,404593.54681,2025-09-21 00:00:00+00:00,0.006384988485403725,0.005733127837004239,0.0013684285714285712
